"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
3.100683329E1	-1.665586395E0	2.089654541E-1	9.508526917E0	9.655564651E0
3.101679729E1	-2.076631622E0	2.556683350E-1	9.652377777E0	9.876546053E0
3.102676129E1	-1.677411804E0	2.395019531E-1	9.600286102E0	9.748669899E0
3.103672429E1	-2.060016174E0	2.258802795E-1	9.642198944E0	9.862387592E0
3.104668829E1	-1.643582153E0	2.519261169E-1	9.557325439E0	9.700891640E0
3.105665129E1	-2.084116058E0	2.311193848E-1	9.664801941E0	9.889658865E0
3.106661529E1	-1.631906433E0	2.213896179E-1	9.565708008E0	9.706436095E0
3.107657929E1	-2.119891663E0	2.460882568E-1	9.673783264E0	9.906391004E0
3.108654229E1	-1.626218262E0	2.516267395E-1	9.586814117E0	9.727019419E0
3.109650629E1	-2.077829132E0	2.230361938E-1	9.640851746E0	9.864742340E0
3.110647029E1	-1.626667328E0	2.646496582E-1	9.564510498E0	9.705459654E0
3.111643329E1	-2.091001740E0	2.053729248E-1	9.642348633E0	9.868604434E0
3.112639729E1	-1.654808807E0	2.659968567E-1	9.547296295E0	9.693297327E0
3.113636029E1	-2.042053528E0	1.944456482E-1	9.626930695E0	9.843047613E0
3.114632429E1	-1.694027252E0	2.697390747E-1	9.570498047E0	9.723009841E0
3.115628829E1	-1.959874420E0	1.919009399E-1	9.714498596E0	9.912084377E0
3.116625129E1	-1.734592896E0	2.856060791E-1	9.533225555E0	9.693955479E0
3.117621529E1	-1.965412903E0	2.161505127E-1	9.601034546E0	9.802521781E0
3.118617829E1	-1.825304260E0	2.686912537E-1	9.601333923E0	9.776990526E0
3.119614229E1	-1.870510254E0	1.889071655E-1	9.686506805E0	9.867264495E0
3.120610629E1	-1.889670410E0	2.600093079E-1	9.592053223E0	9.779874443E0
3.121606929E1	-1.790726166E0	1.972897339E-1	9.604477386E0	9.771980828E0
3.122603329E1	-1.932780762E0	2.538720703E-1	9.613009644E0	9.808672026E0
3.123599729E1	-1.764979706E0	2.005828857E-1	9.599837036E0	9.762799700E0
3.124596029E1	-1.985321503E0	2.603086853E-1	9.668394470E0	9.873556285E0
3.125592429E1	-1.678759003E0	2.368075562E-1	9.542356567E0	9.691794388E0
3.126588729E1	-1.996997223E0	2.408491516E-1	9.619146881E0	9.827206772E0
3.127585129E1	-1.663490753E0	2.167492676E-1	9.521400146E0	9.668052673E0
3.128581529E1	-2.080373840E0	2.402503967E-1	9.676028595E0	9.900060855E0
3.129577829E1	-1.663041687E0	2.258802795E-1	9.533824310E0	9.680420215E0
3.130574229E1	-2.063758392E0	2.306703186E-1	9.668843536E0	9.889329746E0
3.131570629E1	-1.619781647E0	2.272274780E-1	9.564211121E0	9.703064427E0
3.132566929E1	-2.074236603E0	2.174977112E-1	9.702373810E0	9.924002231E0
3.133563329E1	-1.648372192E0	2.505789185E-1	9.509125671E0	9.654190371E0
3.134559629E1	-2.094145203E0	2.270777893E-1	9.672136688E0	9.898850265E0
3.135556029E1	-1.638642426E0	2.273771667E-1	9.549242249E0	9.691484762E0
3.136552429E1	-2.020498352E0	2.023791504E-1	9.660910034E0	9.872008590E0
3.137548729E1	-1.696272583E0	2.513273621E-1	9.528585205E0	9.681654927E0
3.138545129E1	-2.017354889E0	2.142045593E-1	9.672735443E0	9.883188519E0
3.139541429E1	-1.700164490E0	2.803669739E-1	9.545200653E0	9.699485576E0
3.140537829E1	-1.972148895E0	2.073188782E-1	9.684111786E0	9.885058091E0
3.141534229E1	-1.751956787E0	2.887495422E-1	9.539662170E0	9.703498504E0
3.142530529E1	-1.924547882E0	1.933978271E-1	9.656868439E0	9.848674800E0
3.143526929E1	-1.830393677E0	2.703378296E-1	9.504934387E0	9.683346594E0
3.144523725E1	-1.842368774E0	1.981878662E-1	9.659113770E0	9.835246817E0
3.145520025E1	-1.901645508E0	2.568658447E-1	9.601184235E0	9.791066051E0
3.146516425E1	-1.844464417E0	2.344125366E-1	9.595945129E0	9.774413596E0
3.147512725E1	-1.929487610E0	2.504292297E-1	9.592502289E0	9.787836196E0
3.148509125E1	-1.743125153E0	2.222877502E-1	9.590855713E0	9.750508215E0
3.149505525E1	-1.920805664E0	2.644999695E-1	9.661508789E0	9.854146676E0
3.150501825E1	-1.724563751E0	2.210902405E-1	9.515562286E0	9.673103259E0
3.151498225E1	-2.040706329E0	2.523751831E-1	9.633516998E0	9.850524114E0
3.152494625E1	-1.687440948E0	2.016307068E-1	9.558373260E0	9.708275402E0
3.153490925E1	-2.013163605E0	2.393522644E-1	9.638157349E0	9.849070732E0
3.154487325E1	-1.627415771E0	2.263293457E-1	9.564809875E0	9.704910871E0
3.155483625E1	-2.051783295E0	2.294728088E-1	9.634714508E0	9.853435752E0
3.156480025E1	-1.671723633E0	2.412982178E-1	9.537416840E0	9.685824937E0
3.157476425E1	-2.084714813E0	2.230361938E-1	9.684261475E0	9.908617527E0
3.158472725E1	-1.591191101E0	2.243833923E-1	9.501641235E0	9.636566982E0
3.159469125E1	-2.054777069E0	2.378553772E-1	9.697883148E0	9.916028517E0
3.160465425E1	-1.624721375E0	2.248324585E-1	9.467661896E0	9.608688305E0
3.161461825E1	-2.086660767E0	2.121089172E-1	9.678573303E0	9.903227986E0
3.162458225E1	-1.687740326E0	2.456391907E-1	9.466763763E0	9.619169516E0
3.163454525E1	-1.990859985E0	2.204914856E-1	9.670490112E0	9.875754097E0
3.164450925E1	-1.692979431E0	2.604583740E-1	9.491163025E0	9.644490317E0
3.165447325E1	-1.927391968E0	2.053729248E-1	9.712402954E0	9.903927957E0
3.166443625E1	-1.790726166E0	2.529739380E-1	9.508377228E0	9.678839472E0
3.167440025E1	-1.885928192E0	2.073188782E-1	9.631121979E0	9.816222126E0
3.168436325E1	-1.859283600E0	2.415975952E-1	9.494306488E0	9.677662972E0
3.169432725E1	-1.812131653E0	2.200424194E-1	9.679471436E0	9.850096805E0
3.170429125E1	-1.905836792E0	2.505789185E-1	9.539662170E0	9.731400618E0
3.171425425E1	-1.795516205E0	2.142045593E-1	9.617949371E0	9.786455546E0
3.172421825E1	-1.938917999E0	2.427951050E-1	9.556876373E0	9.754600888E0
3.173418125E1	-1.714684296E0	2.210902405E-1	9.557924194E0	9.713029292E0
3.174414525E1	-2.017803955E0	2.344125366E-1	9.590256958E0	9.803035783E0
3.175410925E1	-1.641187134E0	2.085163879E-1	9.520651703E0	9.663321538E0
3.176407225E1	-2.035167847E0	2.492317200E-1	9.630223846E0	9.846077186E0
3.177403625E1	-1.649869080E0	2.194436646E-1	9.521549835E0	9.665926483E0
3.178400025E1	-1.995500336E0	2.426454163E-1	9.598938904E0	9.807167097E0
3.179396325E1	-1.700912933E0	2.363584900E-1	9.511820068E0	9.665593161E0
3.180392725E1	-2.045047302E0	2.353106689E-1	9.607620850E0	9.825679008E0
3.181389025E1	-1.610051880E0	2.191442871E-1	9.528136139E0	9.665695503E0
3.182385425E1	-2.058369598E0	2.543211365E-1	9.720186768E0	9.938993683E0
3.183381825E1	-1.627864838E0	2.155517578E-1	9.493707733E0	9.634671401E0
3.184378125E1	-2.090402985E0	2.401007080E-1	9.605076141E0	9.832849062E0
3.185374525E1	-1.717229004E0	2.469863892E-1	9.557475128E0	9.713660924E0
3.186370825E1	-1.959575043E0	2.236349487E-1	9.702373810E0	9.900808274E0
3.187367225E1	-1.678309937E0	2.478845215E-1	9.504784698E0	9.655004047E0
3.188363625E1	-1.974992981E0	2.113604736E-1	9.651779022E0	9.854040228E0
3.189359925E1	-1.766775970E0	2.219883728E-1	9.466015320E0	9.632041435E0
3.190356325E1	-1.929337921E0	2.182461548E-1	9.662556610E0	9.855707810E0
3.191352725E1	-1.751657410E0	2.463876343E-1	9.514065399E0	9.677109639E0
3.192349025E1	-1.860481110E0	2.073188782E-1	9.652228088E0	9.832084120E0
3.193345425E1	-1.797462158E0	2.387535095E-1	9.490564270E0	9.662229743E0
3.194341725E1	-1.906585236E0	2.136058044E-1	9.625134430E0	9.814474387E0
3.195338125E1	-1.852547607E0	2.368075562E-1	9.552834778E0	9.733687007E0
3.196334525E1	-1.832489319E0	2.005828857E-1	9.607321472E0	9.782580256E0
3.197330825E1	-1.891466675E0	2.212399292E-1	9.589358826E0	9.776624979E0
3.198327225E1	-1.788331146E0	2.082170105E-1	9.609267426E0	9.776477027E0
3.199323525E1	-1.941612396E0	2.462379456E-1	9.664053497E0	9.860244511E0
3.200319925E1	-1.724114685E0	2.167492676E-1	9.513616333E0	9.671010672E0
3.201316325E1	-2.001188507E0	2.402503967E-1	9.617200928E0	9.826140106E0
3.202312625E1	-1.709894257E0	2.188449097E-1	9.591304779E0	9.744986343E0
3.203309025E1	-1.976040802E0	2.183958435E-1	9.626631317E0	9.829774388E0
3.204305425E1	-1.666484528E0	2.088157654E-1	9.527088318E0	9.673995375E0
3.205301725E1	-1.999841309E0	2.281256104E-1	9.641151123E0	9.849020334E0
3.206298125E1	-1.688488770E0	2.113604736E-1	9.499246216E0	9.650458344E0
3.207294425E1	-2.011217651E0	2.297721863E-1	9.671687622E0	9.881261719E0
3.208290825E1	-1.695374451E0	2.179467773E-1	9.506131897E0	9.658588870E0
3.209287225E1	-1.997895355E0	2.329156494E-1	9.728120270E0	9.933889446E0
3.210283525E1	-1.674268341E0	2.299218750E-1	9.464668121E0	9.614363276E0
3.211279925E1	-2.033072205E0	2.237846375E-1	9.734407196E0	9.946966654E0
3.212276225E1	-1.709594879E0	2.044747925E-1	9.495204620E0	9.650048465E0
3.213272625E1	-1.992805939E0	2.197430420E-1	9.687704315E0	9.892986274E0
3.214269025E1	-1.747316437E0	2.115101624E-1	9.527088318E0	9.688305481E0
3.215265325E1	-1.874252472E0	2.082170105E-1	9.704619141E0	9.886142287E0
3.216261725E1	-1.789678345E0	2.368075562E-1	9.539512482E0	9.708827158E0
3.217258125E1	-1.891017609E0	2.243833923E-1	9.633217621E0	9.819632235E0
3.218254425E1	-1.864522705E0	2.351609802E-1	9.524244232E0	9.707882045E0
3.219250825E1	-1.816772003E0	2.094145203E-1	9.695039063E0	9.866017301E0
3.220247125E1	-1.886377258E0	2.068698120E-1	9.525142365E0	9.712340158E0
3.221243525E1	-1.771416321E0	2.237846375E-1	9.629325714E0	9.793462567E0
3.222239925E1	-1.924547882E0	2.122586060E-1	9.587562561E0	9.781119268E0
3.223236225E1	-1.811383209E0	2.309696960E-1	9.565857697E0	9.738587659E0
3.224232625E1	-1.956132202E0	2.243833923E-1	9.644743652E0	9.843672141E0
3.225228925E1	-1.701362000E0	2.260299683E-1	9.572444000E0	9.725091585E0
3.226225325E1	-1.943857727E0	2.405497742E-1	9.669891357E0	9.866268085E0
3.227221725E1	-1.716630249E0	1.956431580E-1	9.544751587E0	9.699864871E0
3.228218025E1	-2.011966095E0	2.375559998E-1	9.663454742E0	9.873540296E0
3.229214425E1	-1.731299744E0	2.056723022E-1	9.520951080E0	9.679266985E0
3.230210825E1	-1.974394226E0	2.315684509E-1	9.676777039E0	9.878859770E0
3.231207125E1	-1.666334839E0	2.071691895E-1	9.501491547E0	9.648726987E0
3.232203525E1	-1.971250763E0	2.444416809E-1	9.738897858E0	9.939402034E0
3.233199825E1	-1.719923401E0	2.047741699E-1	9.455387421E0	9.612721791E0
3.234196225E1	-1.998643799E0	2.399510193E-1	9.696685638E0	9.903426977E0
3.235192625E1	-1.741777954E0	2.052232361E-1	9.497150574E0	9.657731413E0
3.236188925E1	-1.946851501E0	2.338137817E-1	9.761800232E0	9.956788811E0
3.237185325E1	-1.783541107E0	2.183958435E-1	9.520951080E0	9.689026014E0
3.238181625E1	-1.931433563E0	2.284249878E-1	9.685009918E0	9.878361742E0
3.239178025E1	-1.801054688E0	2.287243652E-1	9.533973999E0	9.705296133E0
3.240174425E1	-1.905687103E0	2.228865051E-1	9.695937195E0	9.883952641E0
3.241170725E1	-1.848805389E0	2.267784119E-1	9.510023804E0	9.690720436E0
3.242167125E1	-1.844314728E0	2.386038208E-1	9.719438324E0	9.895752116E0
3.243163425E1	-1.838925934E0	2.061213684E-1	9.478439484E0	9.657377991E0
3.244159400E1	-1.801354065E0	2.483335876E-1	9.659862213E0	9.829521047E0
3.245155800E1	-1.920206909E0	2.201921082E-1	9.565408630E0	9.758725399E0
3.246152100E1	-1.823657684E0	2.442919922E-1	9.603728943E0	9.778395346E0
3.247148500E1	-1.957778778E0	2.215393066E-1	9.602830811E0	9.802873915E0
3.248144900E1	-1.713187408E0	2.097138977E-1	9.594298553E0	9.748310405E0
3.249141200E1	-1.953587494E0	2.432441711E-1	9.647587738E0	9.846401423E0
3.250137600E1	-1.707648926E0	2.170486450E-1	9.540859680E0	9.694904765E0
3.251133900E1	-2.066452789E0	2.291734314E-1	9.642947388E0	9.864541647E0
3.252130300E1	-1.696272583E0	2.224374390E-1	9.596843262E0	9.748139293E0
3.253126700E1	-2.021546173E0	2.308200073E-1	9.678573303E0	9.890131849E0
3.254123000E1	-1.652713165E0	2.282752991E-1	9.567204895E0	9.711589979E0
3.255119400E1	-1.998344421E0	2.401007080E-1	9.655820618E0	9.863361525E0
3.256115700E1	-1.706002350E0	2.273771667E-1	9.547146606E0	9.701038744E0
3.257112100E1	-2.034120026E0	2.519261169E-1	9.725725250E0	9.939358264E0
3.258108500E1	-1.660646667E0	2.098635864E-1	9.512119446E0	9.658271400E0
3.259104800E1	-2.015109558E0	2.556683350E-1	9.704768829E0	9.915067870E0
3.260101200E1	-1.677860870E0	2.237846375E-1	9.498497772E0	9.648147832E0
3.261097600E1	-2.009870453E0	2.356100464E-1	9.704020386E0	9.912774737E0
3.262093900E1	-1.738634491E0	2.218386841E-1	9.515412598E0	9.675491677E0
3.263090300E1	-1.987866211E0	2.459385681E-1	9.692943420E0	9.897739641E0
3.264086600E1	-1.743574219E0	2.173480225E-1	9.519304504E0	9.680105860E0
3.265083000E1	-1.886676636E0	2.532733154E-1	9.762848053E0	9.946702881E0
3.266079400E1	-1.802551575E0	2.321672058E-1	9.502539368E0	9.674778976E0
3.267075700E1	-1.898202667E0	2.540217590E-1	9.658964081E0	9.846993832E0
3.268072100E1	-1.876048737E0	2.025288391E-1	9.524693298E0	9.709807373E0
3.269068400E1	-1.852098541E0	2.769241333E-1	9.714498596E0	9.893353272E0
3.270064800E1	-1.820214844E0	2.186952209E-1	9.570797424E0	9.744802359E0
3.271061200E1	-1.832639008E0	2.607577515E-1	9.632918243E0	9.809162769E0
3.272057500E1	-1.939217377E0	2.252815247E-1	9.576186218E0	9.773160097E0
3.273053900E1	-1.789079590E0	2.475851440E-1	9.576335907E0	9.745168730E0
3.274050300E1	-1.947001190E0	2.490820312E-1	9.603878632E0	9.802415022E0
3.275046600E1	-1.702858887E0	2.267784119E-1	9.597591705E0	9.750124275E0
3.276043000E1	-1.999841309E0	2.462379456E-1	9.638157349E0	9.846526061E0
3.277039300E1	-1.722767487E0	2.423460388E-1	9.568851471E0	9.725717346E0
3.278035700E1	-2.020797729E0	2.468367004E-1	9.641899567E0	9.854480152E0
3.279032100E1	-1.682351532E0	2.308200073E-1	9.526040497E0	9.676209594E0
3.280028400E1	-2.045346680E0	2.508782959E-1	9.688452759E0	9.905175406E0
3.281024800E1	-1.678309937E0	2.200424194E-1	9.518106995E0	9.667445561E0
3.282021100E1	-2.023192749E0	2.658471680E-1	9.775272217E0	9.985986708E0
3.283017500E1	-1.640738068E0	2.001338196E-1	9.445058899E0	9.588598050E0
3.284013900E1	-2.041155396E0	2.619552612E-1	9.664951630E0	9.881610492E0
3.285010200E1	-1.737287292E0	2.053729248E-1	9.512568512E0	9.672088961E0
3.286006600E1	-2.003433838E0	2.562670898E-1	9.720785522E0	9.928398216E0
3.287003000E1	-1.745520172E0	2.306703186E-1	9.487121429E0	9.649120296E0
3.287999300E1	-1.938768311E0	2.628533936E-1	9.671687622E0	9.867596259E0
3.288995700E1	-1.741029510E0	2.134561157E-1	9.448052673E0	9.609497728E0
3.289992000E1	-1.966161346E0	2.658471680E-1	9.706565094E0	9.907263552E0
3.290988400E1	-1.827998657E0	2.182461548E-1	9.501341858E0	9.678052881E0
3.291984800E1	-1.884431305E0	2.745291138E-1	9.695488129E0	9.880735683E0
3.292981100E1	-1.824555817E0	2.155517578E-1	9.510173492E0	9.686013955E0
3.293977500E1	-1.856140137E0	2.688409424E-1	9.628128204E0	9.809097022E0
3.294973800E1	-1.892664185E0	2.490820312E-1	9.535171509E0	9.724387656E0
3.295970200E1	-1.863624573E0	2.475851440E-1	9.611213379E0	9.793355787E0
3.296966600E1	-1.926643524E0	2.336640930E-1	9.578730927E0	9.773363819E0
3.297962900E1	-1.752106476E0	2.356100464E-1	9.606872406E0	9.768182360E0
3.298959300E1	-1.951042786E0	2.676434326E-1	9.618099060E0	9.817638743E0
3.299955600E1	-1.756447449E0	2.460882568E-1	9.514514465E0	9.678411677E0
3.300952000E1	-2.019600220E0	2.604583740E-1	9.588909760E0	9.802745227E0
3.301948400E1	-1.726809082E0	2.371069336E-1	9.589059448E0	9.746186454E0
3.302944700E1	-1.994602203E0	2.541714478E-1	9.627978516E0	9.835700858E0
3.303941100E1	-1.698517914E0	2.216889954E-1	9.517807617E0	9.670717189E0
3.304937500E1	-2.011217651E0	2.508782959E-1	9.666149139E0	9.876354365E0
3.305933800E1	-1.710942078E0	2.236349487E-1	9.501491547E0	9.656897897E0
3.306930200E1	-2.050585785E0	2.649490356E-1	9.682614899E0	9.900915681E0
3.307926500E1	-1.672621765E0	2.216889954E-1	9.523944855E0	9.672245612E0
3.308922900E1	-2.008523254E0	2.808160400E-1	9.693542175E0	9.903422803E0
3.309919300E1	-1.686243439E0	2.131567383E-1	9.471553802E0	9.622846988E0
3.310915600E1	-2.082020416E0	2.631527710E-1	9.651329956E0	9.876853159E0
3.311912000E1	-1.688788147E0	2.323168945E-1	9.502838745E0	9.654528511E0
3.312908300E1	-2.016307068E0	2.487826538E-1	9.660460968E0	9.871772542E0
3.313904700E1	-1.706451416E0	2.270777893E-1	9.510772247E0	9.665315799E0
3.314901100E1	-1.959724731E0	2.567161560E-1	9.748627625E0	9.946967617E0
3.315897400E1	-1.750310211E0	2.345622253E-1	9.479636993E0	9.642723827E0
3.316893800E1	-1.953587494E0	2.793191528E-1	9.655072174E0	9.854691369E0
3.317890200E1	-1.825603638E0	2.189945984E-1	9.510772247E0	9.686876484E0
3.318886500E1	-1.869013367E0	2.689906311E-1	9.698930969E0	9.881033796E0
3.319882900E1	-1.896107025E0	2.031275940E-1	9.535919952E0	9.724723750E0
3.320879200E1	-1.803599396E0	2.495310974E-1	9.606872406E0	9.777895171E0
3.321875600E1	-1.927691345E0	2.278262329E-1	9.576934662E0	9.771672131E0
3.322872000E1	-1.771865387E0	2.330653381E-1	9.591304779E0	9.756380157E0
3.323868300E1	-1.989363098E0	2.528242493E-1	9.613608398E0	9.820537260E0
3.324864700E1	-1.679208069E0	2.335144043E-1	9.587712250E0	9.736451864E0
3.325861000E1	-2.024390259E0	2.368075562E-1	9.620194702E0	9.833736820E0
3.326857400E1	-1.657353516E0	2.288740540E-1	9.546847229E0	9.692342133E0
3.327853800E1	-2.063908081E0	2.291734314E-1	9.643097076E0	9.864155223E0
3.328850100E1	-1.672172699E0	2.125579834E-1	9.488917694E0	9.637473810E0
3.329846500E1	-2.095941467E0	2.469863892E-1	9.653575287E0	9.881573191E0
3.330842900E1	-1.634750519E0	1.990859985E-1	9.528285828E0	9.669554039E0
3.331839200E1	-2.019001465E0	2.655477905E-1	9.676327972E0	9.888286281E0
3.332835600E1	-1.638642426E0	2.040257263E-1	9.516161041E0	9.658369244E0
3.333831900E1	-2.023941193E0	2.526745605E-1	9.604178009E0	9.818371434E0
3.334828300E1	-1.744771729E0	2.225871277E-1	9.550739136E0	9.711353739E0
3.335824700E1	-1.968855743E0	2.459385681E-1	9.677375793E0	9.878688221E0
3.336821000E1	-1.753303986E0	2.067201233E-1	9.508227539E0	9.670739321E0
3.337817400E1	-1.970053253E0	2.532733154E-1	9.648934937E0	9.851253859E0
3.338813700E1	-1.753453674E0	1.957928467E-1	9.505982208E0	9.668331416E0
3.339810100E1	-1.957928467E0	2.653981018E-1	9.682016144E0	9.881566508E0
3.340806500E1	-1.771116943E0	1.902543640E-1	9.499395905E0	9.664966348E0
3.341802800E1	-1.905687103E0	2.609074402E-1	9.696535950E0	9.885470421E0
3.342799200E1	-1.824256439E0	2.031275940E-1	9.472451935E0	9.648653690E0
3.343795500E1	-1.866318970E0	2.484832764E-1	9.641001434E0	9.823125729E0
3.344791850E1	-1.852547607E0	1.980381775E-1	9.521998901E0	9.702557129E0
3.345788250E1	-1.839225311E0	2.448907471E-1	9.595496063E0	9.773242344E0
3.346784550E1	-1.924098816E0	2.095642090E-1	9.564061432E0	9.757937512E0
3.347780950E1	-1.795815582E0	2.278262329E-1	9.612410889E0	9.781375235E0
3.348777350E1	-1.915267181E0	2.371069336E-1	9.591903534E0	9.784123950E0
3.349773650E1	-1.750160522E0	2.329156494E-1	9.537267151E0	9.699318340E0
3.350770050E1	-2.017055511E0	2.287243652E-1	9.576784973E0	9.789567825E0
3.351766350E1	-1.765129395E0	2.362088013E-1	9.577832794E0	9.741989397E0
3.352762750E1	-1.986519012E0	2.239343262E-1	9.617799683E0	9.823363737E0
3.353759150E1	-1.728455658E0	2.303709412E-1	9.540859680E0	9.698898554E0
3.354755450E1	-1.975442047E0	2.445913696E-1	9.617649994E0	9.821475837E0
3.355751850E1	-1.737137604E0	2.070195007E-1	9.522897034E0	9.682255525E0
3.356748150E1	-2.007774811E0	2.460882568E-1	9.626631317E0	9.836856695E0
3.357744550E1	-1.732197876E0	2.074685669E-1	9.526938629E0	9.685355560E0
3.358740950E1	-1.991458740E0	2.567161560E-1	9.669741669E0	9.876017165E0
3.359737250E1	-1.694925385E0	2.004331970E-1	9.496252441E0	9.648406913E0
3.360733650E1	-2.037263489E0	2.433938599E-1	9.646390228E0	9.862176612E0
3.361730050E1	-1.743274841E0	2.326162720E-1	9.490414581E0	9.651999090E0
3.362726350E1	-1.997745667E0	2.412982178E-1	9.673932953E0	9.881001536E0
3.363722750E1	-1.764231262E0	2.210902405E-1	9.480385437E0	9.645677834E0
3.364719050E1	-1.929337921E0	2.573149109E-1	9.775721283E0	9.967611669E0
3.365715450E1	-1.792372742E0	1.938468933E-1	9.394913177E0	9.566324805E0
3.366711850E1	-1.936223602E0	2.662962341E-1	9.638307037E0	9.834471926E0
3.367708150E1	-1.874851227E0	1.993853760E-1	9.490115204E0	9.675593431E0
3.368704550E1	-1.857936401E0	2.612068176E-1	9.684710541E0	9.864774449E0
3.369700950E1	-1.902693329E0	2.239343262E-1	9.511969757E0	9.702987022E0
3.370697250E1	-1.811083832E0	2.411485291E-1	9.644144897E0	9.815686836E0
3.371693650E1	-1.925146637E0	2.296224976E-1	9.520951080E0	9.716348364E0
3.372689950E1	-1.787283325E0	2.634521484E-1	9.610764313E0	9.779088884E0
3.373686350E1	-2.001487885E0	2.195933533E-1	9.535620575E0	9.745882964E0
3.374682750E1	-1.722767487E0	2.495310974E-1	9.638307037E0	9.794240967E0
3.375679050E1	-2.045346680E0	2.291734314E-1	9.587861938E0	9.806276564E0
3.376675450E1	-1.698368225E0	2.412982178E-1	9.539961548E0	9.692963726E0
3.377671750E1	-2.078727264E0	2.489323425E-1	9.602980499E0	9.828545611E0
3.378668150E1	-1.676813049E0	2.344125366E-1	9.553583221E0	9.702453484E0
3.379664550E1	-2.093845825E0	2.523751831E-1	9.625583496E0	9.853920094E0
3.380660850E1	-1.679208069E0	2.365081787E-1	9.556726685E0	9.706013640E0
3.381657250E1	-2.041305084E0	2.408491516E-1	9.667646027E0	9.883739902E0
3.382653650E1	-1.689386902E0	2.389031982E-1	9.508975983E0	9.660834699E0
3.383649950E1	-2.050436096E0	2.374063110E-1	9.588311005E0	9.807974198E0
3.384646350E1	-1.758842468E0	2.411485291E-1	9.591304779E0	9.754219949E0
3.385642650E1	-1.996847534E0	2.787203979E-1	9.655221863E0	9.863487941E0
3.386639050E1	-1.764830017E0	2.164498901E-1	9.493857422E0	9.658923558E0
3.387635450E1	-1.967508545E0	2.686912537E-1	9.677675171E0	9.879305723E0
3.388631750E1	-1.769620056E0	2.020797729E-1	9.435927887E0	9.602558329E0
3.389628150E1	-1.932481384E0	3.055146790E-1	9.704469452E0	9.899724787E0
3.390624450E1	-1.864672394E0	2.086660767E-1	9.457183685E0	9.641517926E0
3.391620850E1	-1.848955078E0	2.936892700E-1	9.714797974E0	9.893542739E0
3.392617250E1	-1.924398193E0	2.315684509E-1	9.488468628E0	9.684418891E0
3.393613550E1	-1.766626282E0	2.628533936E-1	9.648186493E0	9.812113072E0
3.394609950E1	-1.969903564E0	2.553689575E-1	9.517059174E0	9.722147328E0
3.395606250E1	-1.757195892E0	2.701881409E-1	9.662406921E0	9.824604142E0
3.396602650E1	-2.053429871E0	2.207908630E-1	9.504185944E0	9.725989579E0
3.397599050E1	-1.686692505E0	2.643502808E-1	9.657167816E0	9.806921174E0
3.398595350E1	-2.017055511E0	2.350112915E-1	9.576635284E0	9.789570298E0
3.399591750E1	-1.669328613E0	2.706372070E-1	9.572144623E0	9.720383490E0
3.400588150E1	-2.085612946E0	2.390528870E-1	9.596843262E0	9.823763445E0
3.401584450E1	-1.719025269E0	2.814147949E-1	9.606722717E0	9.763368452E0
3.402580850E1	-2.036964111E0	2.490820312E-1	9.605225830E0	9.821997144E0
3.403577150E1	-1.679956512E0	2.520758057E-1	9.545500031E0	9.695481779E0
3.404573550E1	-1.985321503E0	2.459385681E-1	9.616602173E0	9.822475482E0
3.405569950E1	-1.713486786E0	2.484832764E-1	9.553134155E0	9.708766816E0
3.406566250E1	-2.035167847E0	2.790197754E-1	9.594298553E0	9.811744235E0
3.407562650E1	-1.737287292E0	2.570155334E-1	9.580676880E0	9.740307675E0
3.408558950E1	-1.959724731E0	2.791694641E-1	9.611812134E0	9.813530920E0
3.409555350E1	-1.696721649E0	2.420466614E-1	9.543404388E0	9.696082625E0
3.410551750E1	-2.004930725E0	2.773731995E-1	9.667945404E0	9.877542784E0
3.411548050E1	-1.778302002E0	2.228865051E-1	9.490713959E0	9.658451628E0
3.412544450E1	-1.995650024E0	2.692900085E-1	9.663005676E0	9.870603570E0
3.413540850E1	-1.782493286E0	2.186952209E-1	9.511071625E0	9.679131850E0
3.414537150E1	-1.851499786E0	2.998265076E-1	9.727072449E0	9.906254883E0
3.415533550E1	-1.826501770E0	2.339634705E-1	9.507778473E0	9.684456573E0
3.416529850E1	-1.887724457E0	2.996768188E-1	9.641899567E0	9.829523746E0
3.417526250E1	-1.929786987E0	2.360591125E-1	9.516011353E0	9.712583270E0
3.418522650E1	-1.776805115E0	3.001258850E-1	9.672136688E0	9.838563924E0
3.419518950E1	-1.887574768E0	2.269281006E-1	9.512718201E0	9.700837203E0
3.420515350E1	-1.801204376E0	2.791694641E-1	9.633067932E0	9.803992584E0
3.421511650E1	-1.974244537E0	2.317181396E-1	9.534572754E0	9.739579682E0
3.422508050E1	-1.726210327E0	2.800675964E-1	9.604776764E0	9.762682861E0
3.423504450E1	-2.005230103E0	2.447410583E-1	9.550739136E0	9.762041999E0
3.424500750E1	-1.686243439E0	2.868035889E-1	9.634265442E0	9.784924314E0
3.425497150E1	-2.049238586E0	2.418969727E-1	9.568252716E0	9.788225221E0
3.426493550E1	-1.698517914E0	2.823129272E-1	9.574090576E0	9.727685956E0
3.427489850E1	-2.026036835E0	2.432441711E-1	9.575437775E0	9.790454615E0
3.428486250E1	-1.694176941E0	2.550695801E-1	9.526639252E0	9.679470617E0
3.429482550E1	-2.033820648E0	2.489323425E-1	9.597591705E0	9.813875905E0
