"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.436755563E1,7.475994118E-3,-1.081079825E-2,-1.562259078E-2,2.041639512E-2
1.437751963E1,4.725651168E-3,6.552901492E-3,-8.687383711E-2,8.724870126E-2
1.438748263E1,1.013965666E-2,4.318150487E-3,-2.999153852E-2,3.195233081E-2
1.439744663E1,1.762277707E-2,-2.255961780E-2,-2.026060224E-2,3.507122225E-2
1.440741063E1,1.936554884E-2,-1.253813884E-2,-1.891223431E-2,2.983122548E-2
1.441737362E1,1.848941666E-2,2.982682977E-3,-6.127414227E-2,6.407242337E-2
1.442733763E1,2.261029671E-2,-1.420416590E-3,-5.588651776E-2,6.030378071E-2
1.443730063E1,1.133780597E-2,-1.261737775E-3,4.560068071E-2,4.700595609E-2
1.444726462E1,1.407471403E-2,1.765426068E-2,-4.526154220E-2,5.058040824E-2
1.445722863E1,1.888170088E-2,1.130166287E-2,-1.145668352E-1,1.166610729E-1
1.446719163E1,1.126825608E-2,-1.845185744E-2,-3.646323681E-3,2.192579108E-2
1.447715563E1,1.592590139E-2,-2.242927057E-2,3.287655473E-2,4.286693789E-2
1.448711962E1,5.808468712E-3,-8.785989694E-3,-1.085798711E-1,1.090895060E-1
1.449708263E1,1.424977418E-2,2.981230309E-3,-4.136729658E-2,4.385427031E-2
1.450704663E1,1.428552899E-2,-9.516681517E-3,3.916465044E-2,4.276112030E-2
1.451701062E1,4.659536518E-3,-1.200590517E-2,-4.106674969E-2,4.303871478E-2
1.452697363E1,1.645114124E-3,-2.968119755E-3,-1.004920024E-1,1.005492848E-1
1.453693763E1,6.464051222E-3,-2.913813740E-3,-3.807063639E-2,3.872528404E-2
1.454690062E1,1.589090032E-2,-4.677854748E-3,7.286215425E-3,1.809673930E-2
1.455686463E1,1.932651410E-2,1.201432882E-2,-2.669078529E-2,3.507500910E-2
1.456682937E1,1.656215154E-2,1.567202716E-2,-5.752666175E-2,6.188080568E-2
1.457679238E1,9.589963574E-3,-7.459448325E-3,-3.836650550E-2,4.024424823E-2
1.458675638E1,1.154837882E-2,-3.632463953E-3,-3.492308021E-2,3.696189090E-2
1.459672038E1,1.540104983E-2,-1.023376029E-2,-8.865957677E-2,9.056733815E-2
1.460668338E1,1.649658050E-2,-1.143103251E-2,-1.935428381E-2,2.788178571E-2
1.461664738E1,1.977158771E-2,-2.969837375E-4,6.971050501E-2,7.246073688E-2
1.462661138E1,1.904873938E-2,1.780966870E-2,-6.620509923E-2,7.115584259E-2
1.463657437E1,5.139830466E-3,1.192532323E-2,-1.233838516E-1,1.240653297E-1
1.464653838E1,1.454125331E-2,-9.898267156E-3,4.187308073E-2,4.541782283E-2
1.465650238E1,2.726916628E-2,-1.223038344E-2,-2.907820344E-2,4.169810096E-2
1.466646537E1,2.350278738E-2,-1.016708376E-2,-1.178424454E-1,1.205926720E-1
1.467642938E1,1.975913954E-2,2.228510929E-3,3.199596405E-2,3.767136275E-2
1.468639238E1,9.164560363E-3,9.608007716E-3,-1.534309387E-3,1.336626665E-2
1.469635638E1,7.141272998E-3,1.024525372E-2,-1.172425210E-1,1.179057749E-1
1.470632037E1,1.720048020E-2,-3.267488061E-3,-1.126232207E-2,2.081761023E-2
1.471628338E1,2.507445500E-2,-2.489318674E-2,3.634044528E-2,5.068556997E-2
1.472624738E1,1.560347313E-2,-2.505436890E-2,-8.954776883E-2,9.428675770E-2
1.473621137E1,3.787387758E-3,-2.511561848E-5,-6.110808134E-2,6.122534232E-2
1.474617438E1,4.765763981E-3,4.759240681E-3,-1.650142729E-2,1.782301829E-2
1.475613838E1,9.108833657E-3,8.592337221E-3,-6.485029936E-2,6.604816755E-2
1.476610237E1,1.394135183E-2,-1.725449385E-2,-6.500115752E-2,6.868208884E-2
1.477606538E1,1.312129354E-2,-2.481783989E-2,4.004173279E-3,2.835713181E-2
1.478602938E1,1.624672623E-2,-6.277049957E-3,4.756417572E-2,5.065282107E-2
1.479599238E1,1.620250667E-2,2.269468848E-2,-8.580613554E-2,9.022340607E-2
1.480595637E1,1.827338031E-2,1.549041630E-2,-1.313103372E-1,1.334776164E-1
1.481592038E1,2.450280287E-2,-3.023205095E-2,2.735970676E-2,4.757013567E-2
1.482588338E1,2.095467587E-2,-4.230981292E-2,2.870690525E-2,5.525672013E-2
1.483584737E1,2.826906300E-2,-1.620099004E-3,-1.411897928E-1,1.440011188E-1
1.484581138E1,2.058861276E-2,1.729024409E-2,-3.715671659E-2,4.586354875E-2
1.485577438E1,1.265877421E-2,5.016636942E-3,8.828360081E-2,8.932751750E-2
1.486573837E1,2.631708425E-2,4.824565044E-3,-9.688310087E-2,1.005097039E-1
1.487570238E1,2.033133070E-2,-1.162256537E-2,-1.164923233E-1,1.188230130E-1
1.488566538E1,1.923734406E-2,-3.226681804E-2,3.409277558E-2,5.073007294E-2
1.489562938E1,1.465694139E-2,-1.932326616E-2,-8.120028377E-3,2.557634467E-2
1.490559238E1,-5.161250462E-3,1.199349811E-2,-8.790236235E-2,8.886679813E-2
1.491555638E1,-1.803559050E-2,6.542184642E-3,-2.652823269E-2,3.273881235E-2
1.492552038E1,-8.063931651E-3,2.986374032E-4,2.765791476E-2,2.881104696E-2
1.493548337E1,1.346621074E-2,-6.835623505E-3,-4.523873806E-2,4.769285063E-2
1.494544738E1,1.470202433E-2,-1.969519475E-2,-8.370698512E-2,8.724052713E-2
1.495541138E1,1.142879869E-2,-2.740012564E-2,-2.428056300E-2,3.835270608E-2
1.496537437E1,4.141660505E-3,1.492892828E-2,4.592461646E-2,4.846748031E-2
1.497533838E1,5.360398404E-3,1.755394438E-2,-7.786503196E-2,7.999898772E-2
1.498530238E1,1.080039660E-2,2.907336121E-3,-1.244170547E-1,1.249187923E-1
1.499526538E1,1.754843521E-2,-2.871041358E-2,-7.741362691E-2,8.441033738E-2
1.500522937E1,1.659497361E-2,-4.823944691E-2,-2.101857680E-1,2.162879896E-1
1.501519238E1,3.048899953E-2,-4.165444968E-2,-2.000045961E-1,2.065587344E-1
1.502515638E1,4.517085097E-2,-4.130400047E-3,-4.358105242E-2,6.290289431E-2
1.503512037E1,4.153734092E-2,3.827605639E-2,-1.016585219E-1,1.162964413E-1
1.504508338E1,2.455115204E-2,4.939764328E-2,-2.022481728E-1,2.096358977E-1
1.505504738E1,2.494991387E-2,3.853589203E-3,-1.277020204E-1,1.301735548E-1
1.506501138E1,3.318381677E-2,-3.974550736E-2,-7.740719497E-2,9.312757317E-2
1.507497438E1,2.691283787E-2,-2.869822579E-2,-1.112380153E-1,1.179906143E-1
1.508493838E1,1.745154502E-2,-2.486071642E-4,-1.847351772E-1,1.855578182E-1
1.509490238E1,6.806524470E-3,5.886940174E-3,-1.429726088E-1,1.432555469E-1
1.510486537E1,3.147021714E-3,-6.058016913E-3,-9.088034928E-2,9.113638790E-2
1.511482938E1,9.679937605E-3,-6.744580530E-3,-1.760526466E-1,1.764475133E-1
1.512479338E1,7.813474392E-3,-7.469114503E-3,-1.296491432E-1,1.300989561E-1
1.513475637E1,2.947846362E-2,-8.155075125E-3,-6.199042618E-2,6.912523422E-2
1.514472038E1,1.539591524E-2,1.136022639E-2,-1.347397292E-1,1.360914529E-1
1.515468338E1,1.005264279E-3,1.743205735E-2,-1.896743202E-1,1.904763369E-1
1.516464738E1,1.602987219E-2,1.344077535E-2,-8.474252701E-2,8.728635133E-2
1.517461138E1,1.814431673E-2,-1.457665181E-2,-7.605824232E-2,7.953962052E-2
1.518457438E1,1.176083832E-2,-3.109163733E-2,-2.106272328E-1,2.132342337E-1
1.519453838E1,4.404689278E-4,-3.391545877E-2,-8.593652844E-2,9.238798232E-2
1.520450237E1,9.522839366E-3,-2.039075760E-2,-7.515894055E-2,7.845593547E-2
1.521446538E1,1.653379255E-2,7.767130639E-3,-2.122703004E-1,2.130548639E-1
1.522442938E1,2.738206322E-2,-7.447525486E-4,-1.211087000E-1,1.241678270E-1
1.523439337E1,2.913700907E-2,-2.744916916E-2,-6.242955208E-2,7.416111621E-2
1.524435638E1,2.847952165E-2,-2.665091459E-2,-1.631683069E-1,1.677654636E-1
1.525432038E1,1.120586903E-2,1.420297818E-3,-1.543355030E-1,1.547482996E-1
1.526428337E1,2.267217213E-2,1.860752128E-2,-9.565810919E-2,1.000536910E-1
1.527424738E1,4.264738913E-2,3.392390069E-4,-1.236493152E-1,1.307978136E-1
1.528421138E1,3.169751394E-2,-3.122056844E-3,-1.522392762E-1,1.555354520E-1
1.529417438E1,1.705224414E-2,-1.047712323E-2,-1.118221521E-1,1.135990442E-1
1.530413837E1,3.125566544E-2,-2.493465629E-2,-1.579268628E-1,1.629096305E-1
1.531410238E1,3.860414914E-2,-2.305939028E-2,-5.673787236E-2,7.239614611E-2
1.532406538E1,1.776618917E-2,-6.349911746E-3,-1.264916468E-1,1.278909518E-1
1.533402937E1,9.982101610E-3,8.439779710E-3,-2.435470569E-1,2.438976039E-1
1.534399338E1,1.360196664E-2,-4.611671576E-3,-1.946245730E-2,2.418818421E-2
1.535395638E1,2.032190207E-2,-9.553208342E-3,-9.715090334E-2,9.971229370E-2
1.536392038E1,2.660560323E-2,3.949282542E-3,-1.181055701E-1,1.211296027E-1
1.537388437E1,1.665524104E-2,-1.918407502E-3,-2.079193872E-1,2.085942207E-1
1.538384738E1,8.240736835E-4,-2.016595043E-3,-1.399607080E-1,1.399776609E-1
1.539381138E1,1.543621078E-2,-9.303431734E-3,-3.023010492E-4,1.802558824E-2
1.540377437E1,3.510734059E-2,-8.541932395E-3,-4.011891603E-2,5.399090105E-2
1.541373838E1,-8.840414481E-3,1.516435180E-2,-1.826553226E-2,2.533259091E-2
1.542370238E1,-2.203017069E-2,7.155584972E-3,-5.838152468E-2,6.280870355E-2
1.543366537E1,2.543164222E-3,-2.717147210E-2,-5.837860107E-2,6.444235908E-2
1.544362938E1,3.333229494E-2,-2.826710327E-2,3.876937866E-2,5.842204836E-2
1.545359338E1,3.565518358E-2,-2.633252456E-2,-5.993396044E-4,4.432892029E-2
1.546355638E1,2.109726571E-2,-2.280158289E-2,-1.392046630E-2,3.404094864E-2
1.547352037E1,-1.702925728E-2,-5.323743671E-3,-6.870478392E-2,7.098369660E-2
1.548348438E1,-1.350789042E-2,-1.358918499E-2,-1.454939282E-1,1.467501693E-1
1.549344738E1,2.875198819E-2,-2.359129504E-2,-1.825851560E-2,4.143186477E-2
1.550341137E1,4.638534507E-2,-3.024887997E-2,1.602020144E-2,5.764756570E-2
1.551337538E1,3.754684464E-2,-7.437219769E-3,-7.558988035E-2,8.472843555E-2
1.552333838E1,2.737359846E-2,-1.253072932E-2,-3.532595336E-2,4.641396397E-2
1.553330237E1,1.253553957E-2,1.462388635E-3,-2.514653563E-2,2.813585946E-2
1.554326538E1,3.124177373E-2,-2.231672080E-3,-6.107065916E-2,6.863420573E-2
1.555322938E1,4.365593333E-2,-1.925097082E-2,-1.272295654E-2,4.937928731E-2
1.556319338E1,3.548368657E-2,-4.312411079E-2,-2.095642090E-2,5.964857518E-2
1.557315604E1,2.555595950E-2,-2.166837422E-2,-7.693824828E-2,8.391733763E-2
1.558312004E1,2.309028002E-2,1.103733217E-2,-5.223960936E-2,5.817181894E-2
1.559308404E1,2.537490595E-2,3.155393282E-2,-1.975540280E-2,4.505344014E-2
1.560304704E1,3.037684720E-2,2.004559829E-2,-4.475224972E-2,5.768312328E-2
1.561301104E1,3.067993853E-2,-1.257882267E-2,-1.586115718E-2,3.675679142E-2
1.562297504E1,1.576400660E-2,-8.087146925E-3,-1.481392086E-2,2.309454699E-2
1.563293804E1,1.176550238E-2,1.916440462E-2,-3.472252071E-2,4.136852542E-2
1.564290204E1,8.310209066E-3,1.124284353E-2,-5.148414910E-2,5.334865241E-2
1.565286604E1,7.713455027E-3,-1.163181128E-2,-5.312897086E-2,5.493162993E-2
1.566282904E1,8.183708210E-3,-2.922622022E-2,-3.217313468E-2,4.422957861E-2
1.567279304E1,9.721297519E-3,-3.761325622E-2,-1.959869742E-2,4.351286717E-2
1.568275704E1,9.758692291E-3,-1.175862277E-2,-3.351916373E-2,3.683791012E-2
1.569272004E1,1.927477538E-2,5.552269304E-3,-2.154289663E-2,2.943537082E-2
1.570268404E1,1.146329727E-2,7.594811367E-3,-4.519254506E-2,4.723827339E-2
1.571264704E1,1.427664396E-2,-2.179092821E-4,-4.474230945E-2,4.696535215E-2
1.572261104E1,3.216568862E-2,-1.417301120E-2,-1.061152697E-2,3.671662124E-2
1.573257504E1,3.689858485E-2,-1.676887346E-2,-3.426234484E-2,5.307173405E-2
1.574253804E1,2.442302036E-2,-1.880497444E-2,-4.683619738E-2,5.606906787E-2
1.575250204E1,9.219894209E-3,-1.098584013E-2,-2.917351305E-2,3.250829120E-2
1.576246604E1,1.587276938E-2,-2.203176040E-3,-5.372070909E-2,5.605990882E-2
1.577242904E1,3.211855915E-2,-1.371798819E-2,-4.578545272E-2,5.758552529E-2
1.578239304E1,4.364601590E-2,-2.239134589E-2,-1.390117049E-2,5.098617083E-2
1.579235704E1,3.559822805E-2,-3.876822749E-3,-2.722405136E-2,4.498235840E-2
1.580232004E1,3.433283119E-2,2.698115436E-3,-4.758113265E-2,5.873659259E-2
1.581228404E1,2.939546057E-2,1.564839162E-2,-2.422910750E-2,4.118270162E-2
1.582224804E1,3.330709253E-2,1.148972394E-2,-3.290988386E-2,4.821241152E-2
1.583221104E1,2.374060918E-2,-4.083055872E-3,-2.587334454E-2,3.535134831E-2
1.584217504E1,2.624681260E-2,-1.999121005E-2,-2.198085308E-2,3.964469136E-2
1.585213804E1,1.394345774E-2,-1.663929367E-2,-2.482610822E-2,3.297911092E-2
1.586210204E1,1.167422187E-2,-5.080956314E-4,-3.335836530E-2,3.534580813E-2
1.587206604E1,1.247018780E-2,2.383754505E-3,-4.323782086E-2,4.506325579E-2
1.588202904E1,6.526790019E-3,5.002082856E-3,-3.186147809E-2,3.290552548E-2
1.589199304E1,1.345047807E-2,-1.408228800E-3,-4.174093366E-2,4.387714680E-2
1.590195704E1,9.765375475E-3,-5.689212922E-3,-2.303101301E-2,2.565457585E-2
1.591192004E1,8.566381065E-3,9.485919680E-4,-3.575630844E-2,3.678037934E-2
1.592188404E1,1.177446507E-2,8.661736362E-3,-3.949969590E-2,4.211756974E-2
1.593184804E1,3.008922357E-3,-1.139640603E-3,-4.159709215E-2,4.172134310E-2
1.594181104E1,9.777001385E-3,-1.711546716E-2,-3.141825914E-2,3.708956700E-2
1.595177504E1,2.383404129E-2,-2.403181879E-2,-3.979965806E-2,5.224559905E-2
1.596173904E1,2.279306331E-2,-1.852101903E-2,-4.069837511E-2,5.018873995E-2
1.597170204E1,2.507582544E-2,-2.518618707E-2,-3.276662707E-2,4.834038571E-2
1.598166604E1,2.458627188E-2,-7.231443459E-3,-3.396413684E-2,4.254810372E-2
1.599163004E1,2.874323564E-2,-3.452643799E-3,-3.291690052E-2,4.383624852E-2
1.600159304E1,4.702067703E-2,-5.064218659E-3,-3.051954210E-2,5.628528075E-2
1.601155704E1,3.714782699E-2,-8.928762255E-3,-1.899292588E-2,4.266632254E-2
1.602152004E1,2.505061389E-2,-8.239603937E-3,-3.440969467E-2,4.335264025E-2
1.603148404E1,2.370260227E-2,-1.645600174E-2,-4.189413071E-2,5.086975069E-2
1.604144804E1,2.356822138E-2,-7.467762334E-3,-3.500728011E-2,4.285718369E-2
1.605141104E1,1.615755619E-2,-3.762701545E-3,-3.500552595E-2,3.873772569E-2
1.606137504E1,1.726056491E-2,-7.771278508E-3,-2.512431622E-2,3.145713172E-2
1.607133904E1,1.577544065E-2,-1.108052848E-2,-2.497462749E-2,3.154955876E-2
1.608130204E1,1.278948232E-2,-5.509255724E-3,-3.575104594E-2,3.836743466E-2
1.609126604E1,1.720124764E-2,4.346482074E-3,-3.619835794E-2,4.031247877E-2
1.610123004E1,9.611817542E-3,8.616009308E-3,-1.942971289E-2,2.332673136E-2
1.611119304E1,2.796864859E-3,9.495055955E-3,-4.218181372E-2,4.332763494E-2
1.612115704E1,8.150840462E-3,3.765817015E-3,-3.843959570E-2,3.947429664E-2
1.613112104E1,1.123790537E-2,-6.304897321E-3,-1.987994850E-2,2.369081256E-2
1.614108404E1,1.471985377E-2,-8.228238411E-3,-3.440033913E-2,3.831137344E-2
1.615104804E1,8.154947218E-3,-7.269395543E-3,-3.410154641E-2,3.580869647E-2
1.616101104E1,1.997010069E-2,-4.880268909E-3,-3.485115945E-2,4.046264031E-2
1.617097504E1,2.499285893E-2,-1.187089845E-2,-3.515053689E-2,4.473389622E-2
1.618093904E1,3.221757352E-2,-6.167305028E-3,-3.889392436E-2,5.087971154E-2
1.619090204E1,3.804952703E-2,-1.279031829E-2,-2.467349589E-2,4.711836318E-2
1.620086604E1,4.152000027E-2,-1.586110236E-2,-3.051135600E-2,5.391129599E-2
1.621083004E1,4.344824297E-2,-1.478580854E-2,-4.233734965E-2,6.244054073E-2
1.622079304E1,2.618588735E-2,-1.859314078E-2,-3.844544291E-2,5.009448734E-2
1.623075704E1,3.801606999E-2,-1.337110212E-2,-3.320458353E-2,5.221639893E-2
1.624072104E1,3.494673402E-2,-7.722673528E-3,-4.263438821E-2,5.566511442E-2
1.625068404E1,2.617529841E-2,-2.109700989E-2,-2.990850806E-2,4.499721022E-2
1.626064804E1,2.140990445E-2,-1.979148195E-2,-4.203270972E-2,5.115501395E-2
1.627061204E1,2.419750969E-2,-4.179224297E-3,-5.116196752E-2,5.674973402E-2
1.628057504E1,2.811145769E-2,-6.414395571E-4,-3.709005833E-2,4.654393543E-2
1.629053904E1,1.181580671E-2,-2.277490497E-3,-2.810698092E-2,3.057454215E-2
1.630050304E1,7.748414981E-3,-8.457357902E-3,-3.499149263E-2,3.682348970E-2
1.631046604E1,1.030268434E-2,-3.929941049E-3,-3.663689911E-2,3.826032041E-2
1.632043004E1,9.556237017E-3,-9.160759673E-4,-4.292382538E-2,4.398426590E-2
1.633039404E1,1.877956190E-2,2.029906595E-3,-3.214506805E-2,3.728401622E-2
1.634035704E1,1.474879749E-2,-6.221985631E-4,-2.705506682E-2,3.082029850E-2
1.635032104E1,2.039727177E-2,6.783007700E-3,-3.708421111E-2,4.286369796E-2
1.636028404E1,2.022827353E-2,-3.774706610E-3,-3.004942596E-2,3.641976744E-2
1.637024804E1,1.785820973E-2,-4.627258061E-3,-3.169483244E-2,3.667273613E-2
1.638021204E1,1.981120717E-2,-1.196788000E-3,-3.783206999E-2,4.272214591E-2
1.639017504E1,3.216390248E-2,5.897995066E-3,-4.546677947E-2,5.600474091E-2
1.640013904E1,3.066367596E-2,-3.979477929E-3,-3.888106048E-2,4.967729997E-2
1.641010304E1,2.626060381E-2,5.249584531E-3,-2.091841400E-2,3.398172294E-2
1.642006604E1,3.757106034E-2,-4.240483018E-3,-3.364195526E-2,5.060975622E-2
1.643003004E1,3.549853759E-2,-1.596237796E-2,-3.648662567E-2,5.334995346E-2
1.643999404E1,3.399982313E-2,-1.576705355E-2,-3.993005097E-2,5.476309817E-2
1.644995704E1,3.435004394E-2,-1.761438084E-2,-3.439098358E-2,5.170040312E-2
1.645992104E1,3.633050501E-2,-1.887743424E-2,-5.070471525E-2,6.517078538E-2
1.646988504E1,3.654862900E-2,-4.503507223E-3,-3.064467251E-2,4.790803495E-2
1.647984804E1,2.845490852E-2,-1.931781180E-2,-2.884782314E-2,4.488938151E-2
1.648981204E1,2.433660034E-2,-1.969186001E-2,-3.498623013E-2,4.694758530E-2
1.649977604E1,2.468619531E-2,-2.151631007E-2,-3.079436123E-2,4.495166873E-2
1.650973904E1,1.721777060E-2,-6.378307287E-3,-2.211358488E-2,2.874273933E-2
1.651970304E1,7.390355249E-3,-8.153156508E-3,-4.261918545E-2,4.401688630E-2
1.652966604E1,1.146797047E-2,-7.950797165E-3,-3.019502163E-2,3.326362658E-2
1.653963004E1,1.442157725E-2,-7.661040220E-3,-2.899575770E-2,3.327803168E-2
1.654959404E1,2.017371627E-2,-1.042080724E-2,-3.677957118E-2,4.322393905E-2
1.655955704E1,1.161655370E-2,-3.461030899E-3,-3.139019251E-2,3.364917890E-2
1.656952479E1,6.118010259E-3,6.410320792E-3,-2.809762537E-2,2.946181960E-2
1.657948879E1,1.161162011E-2,-2.319754902E-3,-2.076287806E-2,2.390205200E-2
1.658945179E1,2.222373180E-2,3.673778186E-3,-3.543237269E-2,4.198623507E-2
1.659941579E1,2.804450708E-2,-4.031764828E-3,-3.064350307E-2,4.173456343E-2
1.660937979E1,3.202107053E-2,-3.570510875E-3,-3.588319302E-2,4.822552278E-2
1.661934279E1,3.033474267E-2,-2.834602240E-3,-4.276770473E-2,5.251007666E-2
1.662930679E1,3.389037970E-2,1.652331781E-3,-3.288766444E-2,4.725342854E-2
1.663927079E1,2.563991730E-2,-4.347304339E-3,-2.136046350E-2,3.365373404E-2
1.664923379E1,3.896769520E-2,-1.131079914E-2,-3.273739100E-2,5.213590141E-2
1.665919779E1,2.698241060E-2,-9.374849992E-3,-2.704921961E-2,3.933952943E-2
1.666916179E1,2.111938006E-2,-1.099745234E-2,-3.288591027E-2,4.060117321E-2
1.667912479E1,3.589928200E-2,-1.171413825E-2,-4.695723474E-2,6.025745910E-2
1.668908879E1,3.457505210E-2,-1.592363102E-2,-4.291680872E-2,5.736591953E-2
1.669905279E1,2.782699979E-2,-1.429513578E-2,-4.441311121E-2,5.432510719E-2
1.670901579E1,1.907434836E-2,-9.306839565E-3,-3.617906213E-2,4.194487531E-2
1.671897979E1,2.430598925E-2,-1.591785690E-2,-3.992128015E-2,4.937476977E-2
1.672894279E1,1.712098547E-2,-6.590451580E-3,-3.124225795E-2,3.623038611E-2
1.673890679E1,1.860111675E-2,-1.014812599E-2,-4.127023280E-2,4.639200492E-2
1.674887079E1,9.552902277E-3,-2.236470452E-2,-4.186606407E-2,4.841699362E-2
1.675883379E1,2.421469959E-2,-1.098499959E-2,-3.363376915E-2,4.287484484E-2
1.676879779E1,1.372544796E-2,-1.097496796E-2,-3.019209802E-2,3.493423287E-2
1.677876179E1,1.432930088E-2,-7.138399640E-3,-3.228949428E-2,3.604021440E-2
1.678872479E1,1.796468387E-2,-8.278579284E-3,-3.887696743E-2,4.361975858E-2
1.679868879E1,2.101842879E-2,-6.042037569E-3,-3.588260829E-2,4.202192457E-2
1.680865279E1,2.455507607E-2,1.426391713E-3,-4.037385464E-2,4.727615141E-2
1.681861579E1,1.758492549E-2,1.255890559E-2,-3.229183316E-2,3.885509237E-2
1.682857979E1,2.964050002E-2,1.301598427E-2,-3.333906949E-2,4.647008330E-2
1.683854379E1,3.910385767E-2,2.042934923E-3,-3.767945766E-2,5.434175924E-2
1.684850679E1,3.760922255E-2,1.402564310E-3,-2.285968959E-2,4.403392120E-2
1.685847079E1,3.056013457E-2,-6.665323349E-3,-2.824789882E-2,4.214608105E-2
1.686843479E1,3.250512406E-2,-2.865281850E-3,-2.285910487E-2,3.984133037E-2
1.687839779E1,2.621763134E-2,-3.231865726E-3,-2.884782314E-2,3.911529176E-2
1.688836179E1,3.581214021E-2,-3.857755344E-3,-2.435657680E-2,4.348142702E-2
1.689832579E1,3.678242169E-2,-8.231783286E-3,-2.824731410E-2,4.710222453E-2
1.690828879E1,2.701908361E-2,-5.763216745E-3,-2.585346401E-2,3.783711336E-2
1.691825279E1,2.536187762E-2,-1.389747030E-2,-3.618257046E-2,4.632000564E-2
1.692821579E1,2.887724195E-2,-1.754741195E-2,-3.274031460E-2,4.705034504E-2
1.693817979E1,1.880073521E-2,-9.536023010E-3,-2.989681363E-2,3.658172829E-2
1.694814379E1,1.293951365E-2,-3.967153095E-3,-3.573525846E-2,3.821227570E-2
1.695810679E1,3.300013198E-3,-6.372112893E-3,-3.873078704E-2,3.938994509E-2
1.696807079E1,1.607575913E-2,-9.574057320E-3,-3.513942719E-2,3.981045024E-2
1.697803479E1,2.366371829E-2,6.587253883E-6,-3.933246553E-2,4.590222708E-2
1.698799779E1,1.411420100E-2,-4.319877243E-3,-3.244678438E-2,3.564639990E-2
1.699796179E1,1.673665895E-2,-1.020394863E-2,-3.439273775E-2,3.958657260E-2
1.700792579E1,1.402006997E-2,8.428578638E-4,-3.154865205E-2,3.453389954E-2
1.701788879E1,1.633941374E-2,-5.578801045E-3,-4.142635345E-2,4.488030997E-2
1.702785279E1,1.969218892E-2,-1.094597857E-2,-4.097728729E-2,4.676253656E-2
1.703781679E1,2.025553160E-2,8.119535018E-3,-3.034997284E-2,3.738093446E-2
1.704777979E1,2.307500874E-2,-1.487915386E-3,-2.840518892E-2,3.662683003E-2
1.705774379E1,4.051172559E-2,-3.422868680E-3,-3.903367281E-2,5.636083350E-2
1.706770779E1,3.889911833E-2,1.064924151E-3,-3.229768038E-2,5.057089704E-2
1.707767079E1,3.216810973E-2,-1.969470140E-3,-2.855487764E-2,4.305864760E-2
1.708763479E1,3.638355479E-2,-2.092892071E-3,-2.990207613E-2,4.714103746E-2
1.709759779E1,4.006757017E-2,-6.225338643E-3,-2.196681976E-2,4.611622482E-2
1.710756179E1,2.861169613E-2,-7.314976417E-3,-3.409102142E-2,4.510361157E-2
1.711752579E1,2.258219353E-2,1.117631318E-3,-3.858226776E-2,4.471907814E-2
1.712748879E1,2.766873211E-2,-4.468899015E-3,-4.247358978E-2,5.088748003E-2
1.713745279E1,2.764718877E-2,-4.318369757E-3,-3.259354949E-2,4.295759342E-2
1.714741679E1,2.053775569E-2,-3.190962626E-3,-2.406012297E-2,3.179420023E-2
1.715737979E1,1.829295021E-2,-1.044286220E-2,-3.827996671E-2,4.369257660E-2
1.716734379E1,1.471668805E-2,-7.482736688E-3,-3.887930632E-2,4.223946869E-2
1.717730779E1,1.641729591E-2,-5.662297457E-4,-3.513825774E-2,3.878846966E-2
1.718727079E1,1.886711938E-2,-4.547288250E-3,-3.334316254E-2,3.857994961E-2
1.719723479E1,1.570418685E-2,-1.143476925E-2,-3.917868376E-2,4.373036352E-2
1.720719879E1,1.609926220E-2,-1.133067967E-2,-3.229066372E-2,3.781874546E-2
1.721716179E1,1.527064322E-2,-1.719215705E-2,-2.660307705E-2,3.516371023E-2
1.722712579E1,2.081144650E-2,-1.713056942E-2,-3.887638271E-2,4.730693233E-2
1.723708979E1,2.514025901E-2,-2.083352887E-2,-4.351614833E-2,5.440334286E-2
1.724705279E1,2.599752478E-2,-1.673935415E-2,-3.947396815E-2,5.014251124E-2
1.725701679E1,3.025095390E-2,-9.933661083E-3,-3.288532555E-2,4.577381862E-2
1.726698079E1,2.681476453E-2,-8.767196378E-3,-3.363201499E-2,4.389769654E-2
1.727694379E1,2.805586346E-2,-4.498062003E-3,-2.779473960E-2,3.974810167E-2
1.728690779E1,3.292920708E-2,4.711540192E-3,-3.572941124E-2,4.881723177E-2
1.729687079E1,3.304530172E-2,3.123555193E-3,-2.075995445E-2,3.915002262E-2
1.730683479E1,2.493571153E-2,-1.371592339E-3,-3.512890220E-2,4.310116872E-2
1.731679879E1,3.482133865E-2,-1.262779310E-3,-4.710341513E-2,5.859054492E-2
1.732676179E1,2.521591650E-2,-4.923784984E-3,-3.872084677E-2,4.646923798E-2
1.733672579E1,2.123357435E-2,-1.640309357E-2,-4.545625448E-2,5.278444117E-2
1.734668979E1,1.722238898E-2,-1.381156191E-2,-5.294185996E-2,5.736035618E-2
1.735665279E1,9.749880354E-3,2.347784992E-3,-1.000949764E-1,1.005961061E-1
1.736661679E1,2.983879829E-3,-1.025548635E-2,-2.479868478E-1,2.482167504E-1
1.737658079E1,7.629054124E-3,-4.608743400E-2,-3.231300008E-1,3.264892823E-1
1.738654379E1,-9.273574390E-3,-5.076020898E-2,-4.441311121E-2,6.808173357E-2
