"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.999055917E0,1.708776598E-2,7.176927309E-3,-3.436584055E-2,3.904498724E-2
3.009018917E0,1.652526383E-2,6.965842824E-3,-3.765899241E-2,4.171099400E-2
3.018982917E0,1.733078174E-2,6.744772391E-3,-3.391618967E-2,3.868017415E-2
3.028946917E0,1.205108862E-2,4.101821780E-4,-3.167144358E-2,3.388919186E-2
3.038909917E0,8.738385136E-3,1.038520318E-3,-3.436642528E-2,3.547518972E-2
3.048873917E0,1.534810969E-2,3.313827245E-3,-3.631237864E-2,3.956178415E-2
3.058836917E0,1.549070866E-2,2.046342753E-3,-4.275074780E-2,4.551676626E-2
3.068800917E0,1.336528231E-2,7.434643339E-3,-3.197374463E-2,3.544326507E-2
3.078764917E0,1.682981697E-2,9.187282277E-3,-3.511779249E-2,4.001135144E-2
3.088727917E0,9.844865631E-3,4.009088594E-4,-3.766133130E-2,3.892888365E-2
3.098691917E0,8.487434518E-3,4.195980225E-3,-4.799160719E-2,4.891663475E-2
3.108655917E0,1.164433254E-2,7.911721319E-3,-2.493954420E-2,2.863855233E-2
3.118618917E0,9.081602991E-3,1.448905321E-2,-2.943020582E-2,3.403740869E-2
3.128582917E0,1.660058328E-2,-7.541080937E-4,-3.482016921E-2,3.858227868E-2
3.138546917E0,7.437224337E-3,4.678110564E-3,-3.137908280E-2,3.258594577E-2
3.148509917E0,1.507435950E-2,8.414335186E-3,-3.422433794E-2,3.833200566E-2
3.158473917E0,1.833239151E-2,3.882140061E-3,-4.440317094E-2,4.819532322E-2
3.168436917E0,2.157899405E-2,1.276444436E-2,-3.587149858E-2,4.376469393E-2
3.178400917E0,4.609574801E-3,1.232324453E-2,-2.838764727E-2,3.128848116E-2
3.188364917E0,1.458819092E-2,6.665003579E-3,-3.946285844E-2,4.259759128E-2
3.198327917E0,1.799465542E-2,1.444105122E-2,-2.658904374E-2,3.520410247E-2
3.208291917E0,1.759354556E-2,8.353533279E-3,-3.901320755E-2,4.360441179E-2
3.218255917E0,1.496771176E-2,1.772951617E-2,-2.733748734E-2,3.585674766E-2
3.228218917E0,2.067299996E-2,-3.003458865E-3,-4.036099076E-2,4.544670800E-2
3.238182917E0,6.895470670E-3,1.954842964E-3,-4.395352006E-2,4.453404150E-2
3.248145917E0,8.525048560E-3,5.759708416E-3,-3.856414139E-2,3.991295147E-2
3.258109917E0,1.921388211E-2,1.012545889E-2,-4.290511429E-2,4.808894900E-2
3.268073917E0,1.046232247E-2,3.872492155E-3,-3.736604691E-2,3.899586963E-2
3.278036917E0,3.895734837E-3,-6.269494258E-4,-3.317476273E-2,3.340860215E-2
3.288000917E0,8.175622607E-3,2.974186242E-3,-3.541950881E-2,3.647229350E-2
3.297964917E0,1.341144791E-2,1.084024446E-2,-3.437227249E-2,3.845557113E-2
3.307927917E0,1.347561653E-2,4.843961354E-3,-3.841562212E-2,4.099775878E-2
3.317891917E0,1.442287004E-2,1.102080465E-2,-2.958281815E-2,3.470764246E-2
3.327854917E0,1.979159159E-2,6.925259493E-3,-3.796421707E-2,4.336989848E-2
3.337818917E0,1.326153992E-2,9.423253974E-3,-2.583943069E-2,3.053428131E-2
3.347782917E0,1.538090434E-2,7.119496688E-3,-3.317476273E-2,3.725351438E-2
3.357745917E0,1.252743113E-2,8.860651329E-3,-4.709522903E-2,4.953189144E-2
3.367709917E0,1.660367591E-2,1.654088686E-2,-3.766425490E-2,4.436078324E-2
3.377673917E0,1.764882916E-2,-5.508259870E-5,-3.422024488E-2,3.850336823E-2
3.387636917E0,1.870358007E-2,7.614262495E-3,-4.005927444E-2,4.486141292E-2
3.397600917E0,1.376270112E-2,6.411051694E-3,-2.793390334E-2,3.179334021E-2
3.407563917E0,1.080631234E-2,2.107108114E-3,-2.718487501E-2,2.932974123E-2
3.417527917E0,1.821861292E-2,8.127456168E-3,-3.466931105E-2,3.999918160E-2
3.427491917E0,6.498513250E-3,1.350304820E-2,-3.841152906E-2,4.123115994E-2
3.437454917E0,1.105390994E-2,1.381200045E-2,-3.107678175E-2,3.575928754E-2
3.447418917E0,7.391876439E-3,8.126515131E-3,-4.559483349E-2,4.689956212E-2
3.457382917E0,1.055584137E-2,1.033742046E-3,-3.436876416E-2,3.596812978E-2
3.467345917E0,1.352589802E-2,3.605886530E-3,-3.002720654E-2,3.312982746E-2
3.477309917E0,1.731338171E-2,2.183469096E-3,-3.706374586E-2,4.096635181E-2
3.487273917E0,1.795888234E-2,8.530338462E-3,-3.317300856E-2,3.867475438E-2
3.497236917E0,1.194353183E-2,1.384941350E-2,-2.868293166E-2,3.401712474E-2
3.507200917E0,6.963449121E-3,3.922823891E-3,-2.928227127E-2,3.035341136E-2
3.517163917E0,1.600527277E-2,9.349862281E-3,-3.541892409E-2,3.997610368E-2
3.527127917E0,1.187260693E-2,2.132497821E-3,-3.736429274E-2,3.926317249E-2
3.537091917E0,1.918923244E-2,1.021768958E-2,-3.077740431E-2,3.768124783E-2
3.547054917E0,2.126592133E-2,7.430130020E-3,-3.062713087E-2,3.801930282E-2
3.557015292E0,1.753457548E-2,2.016832586E-3,-3.886176467E-2,4.268214737E-2
3.566979292E0,1.058184778E-2,7.004233450E-4,-3.916055739E-2,4.057111473E-2
3.576942292E0,2.371473982E-2,1.081406903E-2,-3.631647170E-2,4.470144394E-2
3.586906292E0,4.596345476E-3,9.478848204E-3,-3.422082961E-2,3.580558803E-2
3.596869292E0,9.936141581E-3,-8.456124505E-3,-3.511837721E-2,3.746376074E-2
3.606833292E0,1.705887251E-2,7.100566328E-3,-3.751515090E-2,4.181877235E-2
3.616797292E0,2.018549292E-2,1.026739092E-2,-4.424880445E-2,4.970744548E-2
3.626760292E0,1.286256795E-2,3.918995792E-3,-4.185378492E-2,4.396070398E-2
3.636724292E0,1.205765303E-2,7.681669928E-3,-4.140413404E-2,4.380293785E-2
3.646688292E0,1.574114765E-2,1.162115838E-2,-4.095331371E-2,4.538732152E-2
3.656651292E0,1.877538662E-2,8.691283073E-3,-3.781043530E-2,4.310084177E-2
3.666615292E0,1.673250651E-2,5.038308185E-3,-2.748191357E-2,3.256711373E-2
3.676578292E0,2.256647000E-2,8.312593633E-3,-3.885825634E-2,4.569801820E-2
3.686542292E0,8.778977604E-3,1.146780602E-2,-3.856004834E-2,4.117594384E-2
3.696506292E0,1.130921857E-2,3.304690970E-3,-3.182581007E-2,3.393672927E-2
3.706469292E0,1.376294780E-2,7.121963482E-3,-3.556802809E-2,3.879723854E-2
3.716433292E0,1.666508538E-2,1.207646462E-2,-3.676670730E-2,4.213498350E-2
3.726397292E0,1.987022293E-2,2.156306952E-3,-2.973133743E-2,3.582496119E-2
3.736360292E0,2.197566368E-2,4.398577111E-3,-3.512247026E-2,4.166371553E-2
3.746324292E0,9.056501077E-3,1.539302361E-2,-3.182931840E-2,3.649754646E-2
3.756287292E0,9.457802796E-3,1.559099754E-2,-2.688900590E-2,3.248919630E-2
3.766251292E0,1.600426778E-2,1.849264177E-3,-4.126087725E-2,4.429465382E-2
3.776215292E0,1.466113037E-2,2.813625354E-3,-3.632231891E-2,3.927054981E-2
3.786178292E0,1.139732880E-2,5.356634259E-3,-3.168196857E-2,3.409310439E-2
3.796142292E0,1.007856240E-2,1.217393040E-2,-3.602294147E-2,3.933744162E-2
3.806106292E0,1.420933703E-2,7.172925621E-3,-2.854084432E-2,3.267928878E-2
3.816069292E0,1.284289298E-2,3.501595957E-3,-3.782329917E-2,4.009741930E-2
3.826033292E0,1.488946414E-2,5.229283730E-3,-3.827178061E-2,4.139771421E-2
3.835997292E0,1.137361103E-2,5.739919245E-3,-3.153578818E-2,3.401193374E-2
3.845960292E0,1.413175636E-2,1.129394271E-2,-3.288181722E-2,3.752963607E-2
3.855924292E0,1.503538415E-2,1.109643473E-2,-2.824205160E-2,3.386454073E-2
3.865887292E0,1.542463055E-2,2.419614382E-3,-3.093703330E-2,3.465362594E-2
3.875851292E0,1.505608695E-2,4.871150907E-3,-3.363084555E-2,3.716783068E-2
3.885815292E0,1.275907680E-2,-4.837840050E-4,-3.123524129E-2,3.374416078E-2
3.895778292E0,1.344886095E-2,7.450942453E-3,-4.171286702E-2,4.445617707E-2
3.905742292E0,1.015887025E-2,9.631533623E-3,-3.857115805E-2,4.103295405E-2
3.915706292E0,1.264763252E-2,1.808055924E-2,-3.138785362E-2,3.836751994E-2
3.925669292E0,1.520509045E-2,7.422683956E-3,-3.408166587E-2,3.805063681E-2
3.935633292E0,1.507487113E-2,1.425965049E-2,-3.078851402E-2,3.712845226E-2
3.945596292E0,1.281399495E-2,1.026216954E-2,-4.306357384E-2,4.608667900E-2
3.955560292E0,1.459202359E-2,6.074288618E-3,-4.021948814E-2,4.321378670E-2
3.965524292E0,1.140448250E-2,6.644383008E-3,-3.303442955E-2,3.557363606E-2
3.975487292E0,1.945028321E-2,1.795445125E-2,-2.106050134E-2,3.382632929E-2
3.985451292E0,1.212625732E-2,8.665966457E-3,-3.333497643E-2,3.651528098E-2
3.995415292E0,1.384278513E-2,-2.710732631E-4,-2.764738977E-2,3.092045184E-2
4.005378292E0,1.159395056E-2,5.746159321E-3,-3.662988245E-2,3.884824739E-2
4.015342292E0,1.363729661E-2,4.699402652E-3,-3.109198451E-2,3.427494340E-2
4.025305292E0,1.108272575E-2,8.811580399E-3,-3.887521327E-2,4.137333641E-2
4.035269292E0,1.484121548E-2,3.134719720E-3,-3.109139979E-2,3.459426665E-2
4.045233292E0,1.497785760E-2,8.579902751E-3,-3.378638148E-2,3.794035481E-2
4.055196292E0,1.580277639E-2,6.869107950E-3,-3.737774134E-2,4.115832763E-2
4.065160292E0,2.150862646E-2,3.276469018E-3,-3.797649622E-2,4.376723120E-2
4.075124292E0,1.987791111E-2,1.167070897E-2,-3.812735438E-2,4.455369738E-2
4.085087292E0,5.634317617E-3,7.659669779E-4,-2.435599208E-2,2.501092942E-2
4.095051292E0,1.123070142E-2,7.560769608E-3,-2.645163417E-2,2.971502720E-2
4.105015292E0,9.298699144E-3,1.239890202E-2,-3.423486292E-2,3.757957446E-2
4.114978292E0,1.142758814E-2,1.558030810E-2,-2.884489954E-2,3.471835250E-2
4.124942292E0,1.269869973E-2,1.187550313E-2,-3.333614588E-2,3.759764848E-2
4.134905292E0,1.597259232E-2,6.258201823E-3,-3.647902429E-2,4.031138808E-2
4.144869292E0,1.932132927E-2,8.268995332E-3,-3.737715662E-2,4.288055369E-2
4.154833292E0,1.345173431E-2,5.777387107E-3,-3.183984339E-2,3.504430032E-2
4.164796292E0,1.811017904E-2,9.861023133E-3,-3.004357874E-2,3.643947017E-2
4.174760292E0,2.528745353E-2,1.969127529E-3,-3.767828822E-2,4.542010758E-2
4.184724292E0,1.273591178E-2,3.945765076E-3,-3.228890955E-2,3.493345375E-2
4.194687292E0,2.135299003E-2,8.417989695E-3,-2.330758631E-2,3.271171523E-2
4.204651292E0,2.082707866E-2,1.114362359E-2,-2.794676721E-2,3.659193012E-2
4.214614292E0,2.169185445E-2,-5.466141645E-4,-2.959334314E-2,3.669606647E-2
4.224578292E0,6.851931754E-3,6.581607666E-3,-2.869521081E-2,3.022716745E-2
4.234542292E0,1.210326588E-2,7.673054421E-3,-3.213688195E-2,3.518727029E-2
4.244505292E0,1.501804350E-2,6.998176100E-3,-3.183867395E-2,3.589174359E-2
4.254469292E0,1.625040815E-2,3.298693006E-3,-2.644988000E-2,3.121783613E-2
4.264433292E0,1.254797404E-2,9.152061939E-3,-3.887462854E-2,4.186225788E-2
4.274396292E0,9.393497128E-3,9.289138033E-3,-4.501186609E-2,4.691048884E-2
4.284360292E0,6.825870532E-3,1.913400823E-3,-3.258770227E-2,3.334984184E-2
4.294323292E0,1.716527356E-2,5.771448528E-3,-3.378579676E-2,3.833322707E-2
4.304287292E0,2.109593181E-2,5.528898714E-3,-3.842614710E-2,4.418343401E-2
4.314251292E0,1.616521239E-2,9.127439680E-3,-2.734918177E-2,3.305453056E-2
4.324214292E0,1.309575765E-2,9.050932517E-3,-3.378696620E-2,3.734939535E-2
4.334178292E0,1.340071279E-2,7.383708609E-3,-2.809879482E-2,3.199438273E-2
4.344142292E0,7.069256315E-3,1.416778525E-2,-4.321677089E-2,4.602596886E-2
4.354105292E0,1.204702298E-2,7.725725044E-3,-3.663105190E-2,3.932749106E-2
4.364069292E0,1.325015155E-2,8.228443977E-3,-3.064408779E-2,3.438508286E-2
4.374032292E0,1.806075180E-2,5.829760800E-3,-3.513650358E-2,3.993433047E-2
4.383996292E0,9.809115389E-3,1.050492492E-2,-3.977626920E-2,4.229330660E-2
4.393960292E0,1.476468547E-2,6.809649076E-3,-3.573525846E-2,3.926036111E-2
4.403923292E0,1.301913628E-2,6.663162620E-3,-3.813203216E-2,4.084051324E-2
4.413887292E0,1.175718837E-2,7.910455945E-3,-4.127549529E-2,4.364027158E-2
4.423851292E0,7.490429431E-3,1.261196451E-2,-2.989973724E-2,3.330409087E-2
4.433814292E0,1.696869748E-2,6.889271708E-3,-3.603872895E-2,4.042510041E-2
4.443778292E0,1.532306716E-2,6.305395248E-3,-2.930273652E-2,3.366310687E-2
4.453742292E0,1.436722099E-2,9.732946269E-3,-2.451386690E-2,3.003459593E-2
4.463705292E0,1.401984613E-2,4.076048350E-3,-2.586165011E-2,2.969840403E-2
4.473669292E0,1.248387851E-2,1.183864283E-2,-4.606962740E-2,4.917734494E-2
4.483632292E0,8.577372003E-3,7.877177065E-3,-3.948507786E-2,4.116664429E-2
4.493596292E0,9.765727222E-3,7.468694234E-3,-3.993531346E-2,4.178492651E-2
4.503560292E0,1.240746271E-2,2.770319413E-3,-4.173157811E-2,4.362504341E-2
4.513523292E0,1.328203715E-2,1.003420578E-2,-3.230118871E-2,3.633819737E-2
4.523487292E0,1.594084833E-2,1.117014620E-2,-3.739002049E-2,4.215324950E-2
4.533451292E0,1.324643766E-2,1.256824287E-2,-3.873663425E-2,4.282470867E-2
4.543414292E0,1.455325381E-2,1.158706181E-2,-3.289818943E-2,3.779349237E-2
4.553378292E0,9.968168791E-3,1.110269308E-2,-3.289760470E-2,3.612321384E-2
4.563344417E0,8.066032995E-3,3.693503402E-3,-4.112873018E-2,4.207463965E-2
4.573308417E0,7.429115893E-3,9.809133662E-3,-3.663806856E-2,3.864917766E-2
4.583272417E0,1.606627111E-2,6.931463024E-3,-3.618900239E-2,4.019719071E-2
4.593235417E0,2.013989835E-2,1.576173624E-2,-3.184802949E-2,4.084537694E-2
4.603199417E0,1.927903289E-2,1.178861716E-2,-3.544055879E-2,4.203196178E-2
4.613163417E0,1.849055870E-2,1.105637217E-2,-3.035172701E-2,3.722057843E-2
4.623126417E0,2.355502403E-2,8.250604011E-3,-3.439566135E-2,4.249674274E-2
4.633090417E0,1.679258209E-2,6.543491129E-3,-4.038379490E-2,4.422283324E-2
4.643053417E0,9.602270136E-3,1.333572647E-2,-3.260056615E-2,3.650811013E-2
4.653017417E0,1.693705400E-2,9.733741125E-3,-3.604340672E-2,4.099678869E-2
4.662981417E0,1.034080088E-2,4.445811650E-3,-3.409745336E-2,3.590729354E-2
4.672944417E0,9.592795819E-3,1.508835627E-2,-2.107453465E-2,2.763722557E-2
4.682908417E0,1.737439832E-2,8.845480545E-3,-3.095340550E-2,3.658176533E-2
4.692872417E0,1.595365739E-2,8.630531416E-3,-4.427453220E-2,4.784599730E-2
4.702835417E0,7.921670722E-3,7.521383129E-3,-4.068141818E-2,4.212246261E-2
4.712799417E0,8.085675985E-3,5.460970514E-3,-3.648896456E-2,3.777095299E-2
4.722763417E0,1.521463329E-2,2.297599437E-3,-4.082935274E-2,4.363255750E-2
4.732726417E0,1.223872942E-2,1.181224813E-2,-2.720767915E-2,3.208696790E-2
4.742690417E0,1.830897524E-2,1.156614888E-2,-3.633986056E-2,4.230342586E-2
4.752653417E0,2.039095860E-2,1.052397405E-2,-4.247709811E-2,4.827886790E-2
4.762617417E0,1.680291521E-2,9.035122194E-3,-3.903542697E-2,4.344808341E-2
4.772581417E0,1.230139056E-2,9.974815431E-3,-2.706091404E-2,3.135465231E-2
4.782544417E0,1.172213249E-2,8.784148735E-3,-3.095165133E-2,3.424287341E-2
4.792508417E0,1.360531508E-2,1.580584617E-2,-3.783733249E-2,4.320408663E-2
4.802472417E0,7.716903971E-3,7.340393532E-3,-3.499383152E-2,3.657868544E-2
4.812435417E0,9.970160499E-3,7.089520572E-3,-3.783850193E-2,3.976704202E-2
4.822399417E0,6.892967331E-3,1.348334582E-2,-4.053289890E-2,4.326926746E-2
4.832362417E0,6.935853004E-3,4.295775751E-3,-3.574344456E-2,3.666270006E-2
4.842326417E0,1.054046502E-2,1.472307431E-2,-4.502472997E-2,4.852933781E-2
4.852290417E0,1.168206079E-2,1.926700955E-2,-3.305021703E-2,4.000006309E-2
4.862253417E0,1.376151797E-2,8.133760197E-3,-3.380041480E-2,3.738991137E-2
4.872217417E0,1.395620741E-2,8.910791203E-3,-3.260407448E-2,3.656779454E-2
4.882181417E0,1.101373318E-2,5.211943081E-3,-3.170535743E-2,3.396610603E-2
4.892144417E0,8.722839765E-3,1.504963674E-3,-4.532761574E-2,4.618382398E-2
4.902108417E0,1.332555779E-2,7.021601507E-3,-3.649539649E-2,3.948148102E-2
4.912071417E0,8.513838351E-3,1.292885162E-2,-3.679301977E-2,3.991700078E-2
4.922035417E0,1.278707491E-2,1.944630437E-2,-3.604516089E-2,4.290596301E-2
4.931999417E0,1.224550397E-2,1.174401387E-2,-2.915831029E-2,3.373546040E-2
4.941962417E0,1.169787568E-2,5.419089831E-3,-2.331869602E-2,2.664523249E-2
4.951926417E0,1.363812345E-2,4.793218486E-3,-3.858694553E-2,4.120589424E-2
4.961890417E0,7.537312224E-3,1.187444789E-2,-3.080430150E-2,3.386323344E-2
4.971853417E0,1.418489293E-2,7.570929145E-3,-3.978620946E-2,4.291238305E-2
4.981817417E0,1.069129578E-2,1.384638025E-2,-4.667130589E-2,4.984211919E-2
4.991781417E0,7.672405746E-3,1.684537148E-3,-3.544348240E-2,3.630349735E-2
5.001744417E0,1.059127185E-2,8.483341467E-3,-3.215033054E-2,3.489678890E-2
5.011708417E0,1.291669581E-2,7.594902730E-3,-3.020671606E-2,3.371897497E-2
5.021671417E0,7.982929442E-3,1.232587578E-2,-3.829224586E-2,4.101158945E-2
5.031635417E0,1.331473131E-2,1.109197623E-2,-2.841395974E-2,3.328163329E-2
5.041599417E0,1.856995749E-2,5.832195617E-3,-3.485115945E-2,3.991818060E-2
5.051562417E0,9.515480096E-3,8.365172893E-3,-3.754497170E-2,3.962505999E-2
5.061526417E0,1.447891651E-2,4.122090605E-3,-3.440209329E-2,3.755175997E-2
5.071490417E0,1.828015029E-2,5.174283357E-3,-2.452322245E-2,3.102137235E-2
5.081453417E0,1.134294969E-2,1.653995953E-2,-3.200590432E-2,3.777050013E-2
5.091417417E0,1.325010130E-2,5.813000305E-3,-3.110835671E-2,3.430868716E-2
5.101380417E0,1.023148536E-2,7.032665536E-3,-3.799403787E-2,3.997109694E-2
5.111344417E0,1.001697477E-2,1.147378114E-2,-2.976057351E-2,3.343170909E-2
5.121308417E0,1.400654371E-2,1.380946971E-2,-3.499967873E-2,4.014800408E-2
5.131271417E0,1.486900345E-2,4.051289046E-3,-4.502882302E-2,4.759301534E-2
5.141235417E0,8.834809377E-3,1.521687624E-2,-4.173508644E-2,4.529265525E-2
5.151199417E0,7.527883588E-3,1.711336582E-2,-2.781462014E-2,3.351401818E-2
5.161162417E0,9.260527790E-3,6.950548701E-3,-3.529847145E-2,3.714901868E-2
5.171126417E0,1.800393331E-2,1.184824049E-2,-3.724325538E-2,4.303001846E-2
5.181089417E0,1.303371778E-2,1.246358684E-2,-3.814080298E-2,4.218933097E-2
5.191053417E0,1.411317774E-2,2.305991105E-3,-2.886010230E-2,3.220877032E-2
5.201017417E0,1.436359846E-2,4.963144055E-3,-3.724325538E-2,4.022444320E-2
5.210980417E0,1.044526048E-2,1.316110485E-2,-3.380216897E-2,3.774791086E-2
5.220944417E0,1.569628854E-2,1.735283214E-2,-2.152652442E-2,3.179442579E-2
5.230908417E0,7.905261973E-3,1.488264391E-2,-3.679594338E-2,4.047131955E-2
5.240871417E0,1.486478250E-2,7.996798307E-3,-3.305489480E-2,3.711518035E-2
5.250835417E0,2.058258739E-2,1.397637117E-2,-3.155859232E-2,4.018614940E-2
5.260798417E0,6.507302346E-3,-4.204878956E-4,-3.799754620E-2,3.855301948E-2
5.270762417E0,1.155598477E-2,4.930536691E-3,-3.230937481E-2,3.466621809E-2
5.280726417E0,9.353895946E-3,5.698239561E-3,-2.991435528E-2,3.185645861E-2
5.290689417E0,1.735173122E-2,2.952131275E-3,-3.066396832E-2,3.535642246E-2
5.300653417E0,7.280560071E-3,6.519371364E-3,-4.323782086E-2,4.432852254E-2
5.310617417E0,1.361190691E-3,1.776586027E-2,-4.698179305E-2,5.024706468E-2
5.320580417E0,1.225592846E-2,1.771113855E-2,-3.141533554E-2,3.808957230E-2
5.330544417E0,1.225632589E-2,4.590585055E-3,-3.500903428E-2,3.737543948E-2
5.340508417E0,1.144019163E-2,9.229199504E-3,-3.740463853E-2,4.018909170E-2
5.350471417E0,1.425385353E-2,6.330798659E-3,-2.872210801E-2,3.268349492E-2
5.360435417E0,1.170363153E-2,9.725125618E-3,-3.425942123E-2,3.748681105E-2
5.370398417E0,1.458332586E-2,6.779883094E-3,-3.575747788E-2,3.920761957E-2
5.380362417E0,8.350509172E-3,1.559556568E-2,-2.887238145E-2,3.386099648E-2
5.390326417E0,9.971713666E-3,4.645512337E-3,-3.725436509E-2,3.884460807E-2
5.400289417E0,1.185824014E-2,3.293352854E-3,-3.515813828E-2,3.724994925E-2
5.410253417E0,8.547852701E-3,5.246048793E-4,-3.785195053E-2,3.880864794E-2
5.420217417E0,7.379725194E-3,2.296653832E-3,-3.635447860E-2,3.716696217E-2
5.430180417E0,6.650572834E-3,1.744424057E-2,-3.485759139E-2,3.954217148E-2
5.440144417E0,1.135321886E-2,8.906378383E-3,-3.890094101E-2,4.149099139E-2
5.450107417E0,8.609545394E-3,6.232245667E-3,-3.216553330E-2,3.387604892E-2
5.460071417E0,1.805596896E-2,1.298515848E-2,-3.710584581E-2,4.326056113E-2
5.470035417E0,9.577889987E-3,7.640620647E-3,-4.459028184E-2,4.624292698E-2
5.479998417E0,1.243971833E-2,1.079099537E-2,-3.935234606E-2,4.265910587E-2
5.489962417E0,1.581336533E-2,5.587553596E-3,-3.890386462E-2,4.236500868E-2
5.499926417E0,9.951476818E-3,9.330443130E-3,-2.947464466E-2,3.247835799E-2
5.509889417E0,9.597464455E-3,1.861096566E-2,-3.067273915E-2,3.713887846E-2
5.519853417E0,1.389565675E-2,6.510938583E-3,-2.797775745E-2,3.190981839E-2
5.529816417E0,3.246936011E-3,1.870085746E-2,-3.156853259E-2,3.683526724E-2
5.539780417E0,1.732100593E-3,1.509653780E-2,-3.007164538E-2,3.369286990E-2
5.549744417E0,5.482847323E-3,1.620047841E-2,-3.156677842E-2,3.590234833E-2
5.559707750E0,3.213204886E-3,8.249087390E-3,-3.471082628E-2,3.582197076E-2
5.569671750E0,1.539710753E-2,1.138309448E-2,-4.249347031E-2,4.660837671E-2
5.579635750E0,1.359961405E-2,1.626751126E-2,-3.396121323E-2,4.003680093E-2
5.589598750E0,7.605231288E-3,7.415804341E-3,-3.381210923E-2,3.544139427E-2
5.599562750E0,8.525633281E-3,1.177277486E-2,-3.366125107E-2,3.666557615E-2
5.609526750E0,1.492405864E-2,9.579689833E-3,-3.066689193E-2,3.542536160E-2
5.619489750E0,1.462483652E-2,1.316985740E-2,-3.680471420E-2,4.173629086E-2
5.629453750E0,6.411545053E-3,1.256755765E-2,-3.560603499E-2,3.829936218E-2
5.639416750E0,1.101304796E-2,9.078633701E-3,-3.605393171E-2,3.877621445E-2
5.649380750E0,9.405218968E-3,4.813062474E-3,-3.021665633E-2,3.201046757E-2
5.659344750E0,8.573671812E-3,6.774552078E-3,-3.515696883E-2,3.681595933E-2
5.669307750E0,1.488712525E-2,1.220094636E-2,-4.743261337E-2,5.118928015E-2
5.679271750E0,1.094269407E-2,1.785736919E-2,-3.740346909E-2,4.286779313E-2
5.689235750E0,9.622913548E-3,7.239209292E-3,-3.515813828E-2,3.716317133E-2
5.699198750E0,1.119038304E-2,7.720937636E-3,-3.680529892E-2,3.923604949E-2
5.709162750E0,1.417634594E-2,1.108466721E-2,-4.039841294E-2,4.422522357E-2
5.719126750E0,1.114049442E-2,7.854089700E-3,-4.189530015E-2,4.405693493E-2
5.729089750E0,1.005162866E-2,4.465532298E-3,-3.830394030E-2,3.985182630E-2
5.739053750E0,9.619916850E-3,1.057354747E-2,-2.827538073E-2,3.168343198E-2
5.749016750E0,1.012786630E-2,1.162125888E-2,-3.456172228E-2,3.784362536E-2
5.758980750E0,1.230826104E-2,1.303411521E-2,-3.082067370E-2,3.565522930E-2
5.768944750E0,1.196334841E-2,8.038925668E-3,-3.845421374E-2,4.106668461E-2
5.778907750E0,1.078868390E-2,1.361912000E-2,-4.339335680E-2,4.674248115E-2
5.788871750E0,1.433302848E-2,8.173210630E-3,-3.875242174E-2,4.211872823E-2
5.798835750E0,1.169627683E-2,1.115236701E-2,-3.815366685E-2,4.143525644E-2
5.808798750E0,1.791692400E-2,5.905582742E-3,-3.545926988E-2,4.016530709E-2
5.818762750E0,7.635179996E-3,-1.296437345E-5,-2.917234361E-2,3.015496267E-2
5.828725750E0,4.167123302E-3,1.136218155E-2,-3.755491197E-2,3.945675480E-2
5.838689750E0,9.115731544E-3,7.135658758E-3,-4.144681871E-2,4.303316127E-2
5.848653750E0,4.906206792E-3,1.522190119E-2,-3.650942981E-2,3.985869549E-2
5.858616750E0,1.011850619E-2,1.363434560E-2,-3.531250477E-2,3.918229881E-2
5.868580750E0,2.101873486E-2,9.175861934E-3,-3.306717396E-2,4.024203835E-2
5.878544750E0,1.087376088E-2,1.047889110E-2,-3.531308949E-2,3.840651148E-2
5.888507750E0,1.025121971E-2,1.051212430E-2,-3.456523061E-2,3.755459266E-2
5.898471750E0,9.960119734E-3,1.211863766E-2,-4.669060171E-2,4.925522969E-2
5.908434750E0,8.273695945E-3,9.715993912E-3,-4.279752553E-2,4.465963248E-2
5.918398750E0,1.178477992E-2,1.006021219E-2,-2.947639883E-2,3.330085577E-2
5.928362750E0,7.917276174E-3,1.503951374E-2,-3.740990102E-2,4.108979107E-2
5.938325750E0,1.458057127E-2,1.233955735E-2,-3.935643911E-2,4.374685170E-2
